player,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received
Yasser Al-Shahrani,DF,Saudi Arabia,30,1992,1.0,43.0,3.0,13.0,24.0,6.0,0.0,43.0,0.0,0.0,,2.0,0.0,15.0,0.0
Yassine Bounou,GK,Morocco,31,1991,6.3,219.0,185.0,217.0,2.0,0.0,0.0,219.0,0.0,0.0,,0.0,0.0,100.0,0.0
Yassine Meriah,DF,Tunisia,29,1993,3.0,208.0,29.0,104.0,98.0,7.0,1.0,208.0,2.0,4.0,50.0,2.0,0.0,138.0,1.0
Yeltsin Tejeda,MF,Costa Rica,30,1992,3.0,128.0,9.0,50.0,68.0,11.0,1.0,128.0,0.0,2.0,0.0,1.0,2.0,74.0,0.0
Youri Tielemans,MF,Belgium,25,1997,1.1,77.0,4.0,20.0,48.0,10.0,0.0,77.0,0.0,0.0,,2.0,0.0,48.0,2.0
Youssef En-Nesyri,FW,Morocco,25,1997,6.0,127.0,13.0,37.0,61.0,29.0,13.0,127.0,5.0,8.0,62.5,9.0,1.0,70.0,13.0
Youssef Msakni,MF,Tunisia,32,1990,1.9,95.0,1.0,16.0,40.0,40.0,14.0,95.0,4.0,7.0,57.1,5.0,5.0,62.0,13.0
Youssouf Fofana,MF,France,23,1999,2.5,138.0,5.0,29.0,87.0,28.0,2.0,138.0,2.0,2.0,100.0,3.0,3.0,94.0,4.0
Youssouf Sabaly,DF,Senegal,29,1993,4.0,253.0,5.0,65.0,112.0,79.0,4.0,253.0,4.0,9.0,44.4,5.0,1.0,167.0,8.0
Youssoufa Moukoko,FW,Germany,18,2004,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0
Youstin Salas,DF,Costa Rica,26,1996,0.5,27.0,4.0,16.0,7.0,5.0,0.0,27.0,1.0,2.0,50.0,1.0,1.0,6.0,0.0
Yuki Soma,FW,Japan,25,1997,0.9,26.0,0.0,2.0,6.0,18.0,1.0,26.0,1.0,2.0,50.0,2.0,0.0,15.0,3.0
Yunus Musah,MF,United States,20,2002,3.8,221.0,3.0,23.0,126.0,77.0,4.0,221.0,4.0,11.0,36.4,5.0,3.0,157.0,13.0
Yuto Nagatomo,MF,Japan,36,1986,2.3,123.0,6.0,27.0,59.0,37.0,0.0,123.0,3.0,4.0,75.0,1.0,1.0,67.0,2.0
Zakaria Aboukhlal,FW,Morocco,22,2000,0.9,26.0,2.0,3.0,10.0,13.0,4.0,26.0,0.0,1.0,0.0,3.0,0.0,16.0,0.0
Álvaro Morata,FW,Spain,30,1992,2.1,58.0,3.0,5.0,29.0,25.0,13.0,58.0,1.0,3.0,33.3,2.0,5.0,49.0,13.0
Álvaro Zamora,MF,Costa Rica,20,2002,0.3,9.0,0.0,1.0,7.0,2.0,0.0,9.0,0.0,0.0,,1.0,1.0,7.0,1.0
Ángel Correa,MF,Argentina,27,1995,0.1,6.0,1.0,3.0,1.0,2.0,0.0,6.0,0.0,0.0,,1.0,0.0,3.0,0.0
Ángel Di María,MF,Argentina,34,1988,3.2,201.0,1.0,13.0,59.0,132.0,17.0,201.0,13.0,25.0,52.0,10.0,6.0,163.0,24.0
Ángelo Preciado,DF,Ecuador,24,1998,2.9,162.0,3.0,38.0,78.0,46.0,3.0,162.0,0.0,4.0,0.0,6.0,2.0,81.0,1.0
Éder Militão,DF,Brazil,24,1998,3.9,306.0,12.0,103.0,151.0,55.0,6.0,306.0,0.0,0.0,,6.0,1.0,217.0,5.0
Óscar Duarte,DF,Costa Rica,33,1989,3.0,132.0,29.0,93.0,35.0,4.0,1.0,132.0,0.0,0.0,,1.0,0.0,70.0,0.0
İlkay Gündoğan,MF,Germany,32,1990,2.1,187.0,2.0,17.0,117.0,55.0,6.0,186.0,2.0,2.0,100.0,4.0,1.0,142.0,6.0
