player,position,team,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,miscontrols,dispossessed,passes_received,progressive_passes_received
Dominik Livaković,GK,Croatia,27,1995,7.7,245.0,224.0,245.0,0.0,0.0,0.0,245.0,0.0,0.0,,0.0,0.0,112.0,0.0
Dries Mertens,MF,Belgium,35,1987,0.8,39.0,0.0,3.0,16.0,20.0,5.0,39.0,1.0,1.0,100.0,1.0,0.0,28.0,7.0
Dušan Tadić,MF,Serbia,34,1988,2.9,150.0,1.0,8.0,59.0,85.0,8.0,150.0,3.0,6.0,50.0,8.0,3.0,114.0,14.0
Dušan Vlahović,FW,Serbia,22,2000,0.9,19.0,0.0,3.0,8.0,8.0,3.0,19.0,0.0,1.0,0.0,3.0,1.0,13.0,3.0
Dylan Bronn,DF,Tunisia,27,1995,1.8,104.0,2.0,40.0,53.0,12.0,1.0,104.0,0.0,0.0,,0.0,2.0,70.0,1.0
Eden Hazard,MF,Belgium,31,1991,1.4,70.0,0.0,9.0,39.0,24.0,2.0,70.0,5.0,10.0,50.0,5.0,5.0,56.0,4.0
Ederson,GK,Brazil,29,1993,1.0,32.0,30.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,,0.0,0.0,14.0,0.0
Edimilson Fernandes,FW,Switzerland,26,1996,1.6,95.0,5.0,27.0,37.0,32.0,1.0,95.0,0.0,1.0,0.0,2.0,3.0,57.0,5.0
Edinson Cavani,FW,Uruguay,35,1987,1.4,44.0,0.0,3.0,23.0,18.0,5.0,44.0,1.0,1.0,100.0,3.0,0.0,34.0,5.0
Edouard Mendy,GK,Senegal,30,1992,4.0,128.0,110.0,128.0,0.0,0.0,0.0,128.0,0.0,0.0,,0.0,0.0,55.0,0.0
Edson Álvarez,MF,Mexico,25,1997,1.9,131.0,1.0,33.0,87.0,12.0,0.0,131.0,1.0,1.0,100.0,1.0,2.0,72.0,0.0
Eduardo Camavinga,DF,France,20,2002,1.6,138.0,10.0,41.0,62.0,36.0,1.0,138.0,1.0,4.0,25.0,3.0,3.0,75.0,3.0
Ehsan Hajsafi,MF,IR Iran,32,1990,2.6,118.0,3.0,34.0,57.0,27.0,2.0,118.0,0.0,2.0,0.0,2.0,1.0,68.0,2.0
Ellyes Skhiri,MF,Tunisia,27,1995,3.0,161.0,8.0,44.0,108.0,10.0,1.0,161.0,1.0,3.0,33.3,4.0,1.0,94.0,4.0
Emiliano Martínez,GK,Argentina,30,1992,7.7,196.0,172.0,196.0,0.0,0.0,0.0,196.0,0.0,0.0,,0.0,0.0,83.0,0.0
Enner Valencia,FW,Ecuador,33,1989,2.8,98.0,2.0,3.0,41.0,55.0,13.0,97.0,2.0,7.0,28.6,15.0,6.0,71.0,13.0
Enzo Ebosse,DF,Cameroon,23,1999,1.0,49.0,9.0,28.0,21.0,1.0,0.0,49.0,0.0,0.0,,0.0,0.0,29.0,0.0
Enzo Fernández,MF,Argentina,21,2001,6.3,533.0,16.0,104.0,352.0,80.0,5.0,533.0,3.0,6.0,50.0,9.0,7.0,417.0,4.0
Eray Cömert,DF,Switzerland,24,1998,0.5,50.0,5.0,32.0,19.0,1.0,0.0,50.0,0.0,1.0,0.0,1.0,0.0,37.0,1.0
Eric Dier,DF,England,28,1994,0.4,44.0,2.0,22.0,23.0,0.0,0.0,44.0,0.0,0.0,,0.0,0.0,35.0,0.0
Eric Maxim Choupo-Moting,FW,Cameroon,33,1989,2.8,87.0,2.0,9.0,48.0,32.0,9.0,87.0,3.0,8.0,37.5,7.0,2.0,62.0,7.0
Erick Gutiérrez,MF,Mexico,27,1995,0.5,34.0,1.0,5.0,27.0,3.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,26.0,1.0
Ethan Ampadu,MF,Wales,22,2000,2.8,178.0,12.0,48.0,108.0,23.0,0.0,178.0,2.0,3.0,66.7,0.0,3.0,104.0,4.0
Everton Ribeiro,MF,Brazil,33,1989,0.4,21.0,0.0,2.0,7.0,12.0,3.0,21.0,0.0,1.0,0.0,0.0,1.0,17.0,5.0
Exequiel Palacios,MF,Argentina,24,1998,0.6,34.0,1.0,5.0,19.0,10.0,1.0,34.0,0.0,1.0,0.0,0.0,2.0,22.0,1.0
Fabian Frei,MF,Switzerland,33,1989,0.3,16.0,1.0,7.0,9.0,0.0,0.0,16.0,0.0,0.0,,0.0,2.0,13.0,1.0
Fabian Rieder,FW,Switzerland,20,2002,0.8,32.0,1.0,8.0,16.0,10.0,1.0,32.0,1.0,1.0,100.0,2.0,2.0,19.0,2.0
Fabian Schär,DF,Switzerland,30,1991,1.5,100.0,14.0,50.0,48.0,2.0,1.0,100.0,0.0,0.0,,1.0,1.0,56.0,0.0
Fabinho,MF,Brazil,29,1993,1.0,63.0,4.0,12.0,45.0,7.0,0.0,63.0,0.0,0.0,,1.0,0.0,40.0,0.0
Facundo Pellistri,MF,Uruguay,20,2001,2.0,66.0,1.0,8.0,16.0,43.0,7.0,66.0,0.0,6.0,0.0,2.0,3.0,48.0,9.0
Famara Diedhiou,FW,Senegal,30,1992,1.0,24.0,3.0,4.0,9.0,11.0,5.0,24.0,0.0,1.0,0.0,2.0,2.0,20.0,0.0
Federico Valverde,MF,Uruguay,24,1998,3.0,225.0,2.0,40.0,144.0,47.0,4.0,225.0,1.0,4.0,25.0,6.0,2.0,152.0,4.0
Ferjani Sassi,MF,Tunisia,30,1992,0.5,39.0,1.0,9.0,26.0,4.0,0.0,39.0,2.0,3.0,66.7,0.0,0.0,27.0,2.0
Ferrán Torres,FW,Spain,22,2000,2.4,115.0,0.0,5.0,38.0,72.0,12.0,114.0,1.0,11.0,9.1,9.0,7.0,98.0,14.0
Filip Kostić,DF,Serbia,30,1992,2.0,130.0,2.0,18.0,57.0,56.0,10.0,130.0,0.0,1.0,0.0,3.0,1.0,72.0,12.0
Filip Mladenović,DF,Serbia,31,1991,0.7,29.0,1.0,8.0,14.0,7.0,1.0,29.0,0.0,2.0,0.0,1.0,0.0,14.0,2.0
Filip Đuričić,MF,Serbia,30,1992,0.2,9.0,0.0,0.0,4.0,5.0,1.0,9.0,0.0,0.0,,1.0,0.0,6.0,2.0
Firas Al-Buraikan,MF,Saudi Arabia,22,2000,3.0,94.0,7.0,17.0,29.0,49.0,9.0,94.0,1.0,7.0,14.3,4.0,3.0,63.0,9.0
Fodé Ballo-Touré,DF,Senegal,25,1997,0.1,10.0,0.0,1.0,7.0,2.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
Fran Karačić,DF,Australia,26,1996,1.0,69.0,6.0,24.0,31.0,14.0,1.0,69.0,0.0,0.0,,1.0,0.0,22.0,0.0
Francisco Calvo,DF,Costa Rica,30,1992,2.0,121.0,8.0,76.0,43.0,3.0,0.0,121.0,2.0,2.0,100.0,4.0,1.0,76.0,0.0
Fred,MF,Brazil,29,1993,1.6,98.0,4.0,22.0,43.0,33.0,2.0,98.0,0.0,0.0,,3.0,1.0,67.0,6.0
Frenkie de Jong,MF,Netherlands,25,1997,5.3,408.0,13.0,82.0,255.0,75.0,3.0,408.0,3.0,6.0,50.0,5.0,4.0,303.0,7.0
Félix Torres Caicedo,DF,Ecuador,25,1997,3.0,233.0,21.0,139.0,90.0,5.0,3.0,233.0,0.0,1.0,0.0,2.0,0.0,155.0,0.0
Gabriel Jesus,FW,Brazil,25,1997,1.0,39.0,0.0,0.0,12.0,27.0,6.0,39.0,1.0,2.0,50.0,2.0,0.0,25.0,4.0
Garang Kuol,FW,Australia,18,2004,0.4,10.0,0.0,1.0,4.0,5.0,2.0,10.0,0.0,2.0,0.0,1.0,0.0,7.0,3.0
Gareth Bale,FW,Wales,33,1989,2.5,68.0,2.0,13.0,30.0,26.0,2.0,67.0,1.0,3.0,33.3,4.0,4.0,51.0,10.0
Gavi,MF,Spain,18,2004,3.2,183.0,3.0,13.0,116.0,55.0,6.0,183.0,3.0,7.0,42.9,8.0,5.0,153.0,18.0
Gaël Ondoua,MF,Cameroon,27,1995,0.5,25.0,2.0,3.0,15.0,7.0,1.0,25.0,0.0,0.0,,0.0,1.0,9.0,0.0
Georges-Kévin N'Koudou,FW,Cameroon,27,1995,0.3,20.0,0.0,1.0,7.0,12.0,1.0,20.0,0.0,2.0,0.0,1.0,2.0,12.0,4.0
Germán Pezzella,DF,Argentina,31,1991,0.7,47.0,0.0,10.0,36.0,1.0,1.0,47.0,0.0,0.0,,0.0,0.0,40.0,0.0
Gerson Torres,MF,Costa Rica,25,1997,0.7,25.0,0.0,7.0,12.0,6.0,0.0,25.0,0.0,2.0,0.0,3.0,4.0,22.0,1.0
Ghaylène Chaalali,MF,Tunisia,28,1994,0.2,11.0,2.0,7.0,4.0,0.0,0.0,11.0,0.0,0.0,,1.0,1.0,1.0,0.0
Gideon Mensah,DF,Ghana,24,1998,1.0,59.0,6.0,23.0,25.0,11.0,0.0,59.0,0.0,0.0,,2.0,1.0,29.0,2.0
Gio Reyna,FW,United States,20,2002,0.6,42.0,0.0,0.0,16.0,26.0,5.0,42.0,0.0,0.0,,1.0,1.0,32.0,4.0
Giorgian De Arrascaeta,MF,Uruguay,28,1994,1.2,69.0,0.0,8.0,24.0,37.0,5.0,69.0,0.0,1.0,0.0,4.0,4.0,44.0,10.0
Gleison Bremer,DF,Brazil,25,1997,1.2,95.0,12.0,56.0,36.0,4.0,1.0,95.0,0.0,0.0,,1.0,0.0,68.0,0.0
Gonzalo Montiel,DF,Argentina,25,1997,1.3,95.0,2.0,23.0,49.0,25.0,1.0,95.0,0.0,1.0,0.0,3.0,2.0,68.0,9.0
Gonzalo Plata,MF,Ecuador,22,2000,3.0,133.0,0.0,9.0,73.0,52.0,6.0,133.0,4.0,12.0,33.3,9.0,3.0,85.0,6.0
Gonçalo Ramos,FW,Portugal,21,2001,1.7,55.0,2.0,5.0,20.0,30.0,10.0,55.0,0.0,2.0,0.0,7.0,0.0,39.0,13.0
Granit Xhaka,MF,Switzerland,30,1992,4.0,273.0,11.0,66.0,171.0,40.0,3.0,273.0,1.0,2.0,50.0,2.0,3.0,202.0,5.0
Gregor Kobel,GK,Switzerland,25,1997,1.0,29.0,28.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,,0.0,0.0,10.0,0.0
Grzegorz Krychowiak,MF,Poland,32,1990,3.7,165.0,9.0,36.0,107.0,23.0,4.0,165.0,1.0,3.0,33.3,7.0,0.0,91.0,1.0
Guido Rodríguez,MF,Argentina,28,1994,0.6,69.0,1.0,23.0,45.0,1.0,0.0,69.0,0.0,0.0,,0.0,0.0,54.0,0.0
Guillermo Ochoa,GK,Mexico,37,1985,3.0,112.0,77.0,112.0,0.0,0.0,0.0,112.0,0.0,0.0,,0.0,0.0,51.0,0.0
Guillermo Varela,DF,Uruguay,29,1993,2.0,109.0,2.0,29.0,57.0,23.0,0.0,109.0,0.0,3.0,0.0,2.0,1.0,66.0,5.0
Haji Wright,FW,United States,24,1998,1.5,44.0,2.0,5.0,18.0,21.0,8.0,44.0,0.0,1.0,0.0,2.0,0.0,31.0,6.0
Hakim Ziyech,FW,Morocco,29,1993,7.1,386.0,3.0,70.0,185.0,134.0,8.0,386.0,12.0,29.0,41.4,15.0,11.0,263.0,17.0
Hannibal Mejbri,MF,Tunisia,19,2003,0.1,4.0,1.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,1.0,0.0
Haris Seferović,FW,Switzerland,30,1992,0.8,20.0,1.0,3.0,9.0,8.0,1.0,20.0,0.0,0.0,,2.0,0.0,15.0,2.0
Harry Kane,FW,England,29,1993,4.5,138.0,7.0,8.0,61.0,71.0,13.0,136.0,4.0,8.0,50.0,10.0,5.0,110.0,22.0
Harry Maguire,DF,England,29,1993,4.8,445.0,28.0,204.0,224.0,20.0,13.0,445.0,2.0,2.0,100.0,0.0,0.0,344.0,2.0
Harry Souttar,DF,Australia,24,1998,4.0,213.0,37.0,143.0,68.0,4.0,2.0,213.0,0.0,0.0,,1.0,0.0,128.0,0.0
Harry Wilson,MF,Wales,25,1997,1.8,81.0,5.0,21.0,35.0,25.0,1.0,81.0,0.0,1.0,0.0,3.0,0.0,48.0,5.0
Hassan Al Tambakti,DF,Saudi Arabia,23,1999,2.0,75.0,17.0,43.0,31.0,2.0,2.0,75.0,0.0,0.0,,0.0,0.0,34.0,0.0
Hassan Al-Haydos,MF,Qatar,32,1990,2.3,101.0,1.0,25.0,52.0,27.0,0.0,101.0,2.0,6.0,33.3,6.0,3.0,72.0,7.0
Hattan Bahebri,MF,Saudi Arabia,30,1992,0.0,7.0,2.0,2.0,3.0,2.0,1.0,7.0,0.0,0.0,,0.0,0.0,6.0,1.0
Henry Martín,FW,Mexico,30,1992,1.6,35.0,1.0,2.0,16.0,17.0,10.0,35.0,1.0,1.0,100.0,5.0,2.0,28.0,5.0
Hernán Galíndez,GK,Ecuador,35,1987,3.0,77.0,63.0,77.0,0.0,0.0,0.0,77.0,0.0,0.0,,0.0,0.0,29.0,0.0
Hidemasa Morita,MF,Japan,27,1995,3.2,192.0,11.0,44.0,116.0,33.0,3.0,192.0,0.0,3.0,0.0,4.0,5.0,128.0,2.0
Hiroki Ito,DF,Japan,23,1999,0.5,64.0,0.0,9.0,48.0,7.0,0.0,64.0,0.0,0.0,,0.0,0.0,51.0,1.0
Hiroki Sakai,MF,Japan,32,1990,1.3,70.0,8.0,33.0,22.0,15.0,2.0,70.0,0.0,2.0,0.0,1.0,1.0,26.0,1.0
Hirving Lozano,FW,Mexico,27,1995,2.8,109.0,0.0,8.0,35.0,69.0,7.0,109.0,5.0,10.0,50.0,10.0,4.0,76.0,20.0
Homam Ahmed,DF,Qatar,23,1999,2.9,115.0,3.0,27.0,56.0,33.0,1.0,115.0,3.0,5.0,60.0,4.0,2.0,67.0,6.0
Hong Chul,DF,Korea Republic,32,1990,0.5,24.0,2.0,6.0,9.0,9.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,15.0,2.0
Hossein Hosseini,GK,IR Iran,30,1992,1.8,49.0,44.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,,0.0,0.0,16.0,0.0
Hossein Kanaanizadegan,DF,IR Iran,28,1994,0.5,15.0,2.0,10.0,5.0,0.0,0.0,15.0,0.0,0.0,,0.0,0.0,7.0,0.0
Hugo Lloris,GK,France,35,1986,6.3,203.0,175.0,202.0,1.0,0.0,0.0,203.0,0.0,0.0,,0.0,0.0,73.0,0.0
Hwang Hee-chan,MF,Korea Republic,26,1996,1.3,84.0,0.0,12.0,22.0,51.0,6.0,84.0,3.0,10.0,30.0,5.0,3.0,66.0,6.0
Hwang In-beom,MF,Korea Republic,26,1996,3.7,276.0,1.0,44.0,157.0,76.0,0.0,276.0,0.0,5.0,0.0,4.0,0.0,201.0,5.0
Hwang Ui-jo,FW,Korea Republic,30,1992,1.2,18.0,1.0,2.0,6.0,11.0,2.0,18.0,1.0,1.0,100.0,2.0,0.0,11.0,2.0
Héctor Herrera,MF,Mexico,32,1990,1.8,91.0,2.0,11.0,62.0,19.0,1.0,91.0,0.0,1.0,0.0,2.0,1.0,54.0,4.0
Héctor Moreno,DF,Mexico,34,1988,3.0,210.0,12.0,73.0,133.0,6.0,4.0,210.0,0.0,0.0,,2.0,1.0,150.0,0.0
Ibrahima Konaté,DF,France,23,1999,3.3,283.0,26.0,111.0,171.0,5.0,2.0,283.0,0.0,0.0,,3.0,2.0,205.0,1.0
Idrissa Gana Gueye,MF,Senegal,33,1989,3.0,155.0,7.0,25.0,71.0,60.0,4.0,155.0,1.0,2.0,50.0,2.0,5.0,97.0,9.0
Ilias Chair,MF,Morocco,25,1997,0.5,18.0,0.0,1.0,12.0,5.0,1.0,18.0,0.0,1.0,0.0,0.0,1.0,15.0,2.0
Iliman Ndiaye,FW,Senegal,22,2000,1.5,44.0,0.0,1.0,20.0,25.0,4.0,44.0,6.0,8.0,75.0,1.0,3.0,29.0,9.0
Ismail Jakobs,DF,Senegal,23,1999,3.1,184.0,7.0,61.0,78.0,45.0,0.0,184.0,0.0,1.0,0.0,2.0,1.0,85.0,2.0
Ismail Mohamad,FW,Qatar,32,1990,1.9,,,,,,,,,,,,,,
Ismaila Sarr,FW,Senegal,24,1998,3.8,133.0,3.0,14.0,43.0,78.0,20.0,132.0,9.0,19.0,47.4,12.0,5.0,97.0,14.0
Ismaël Koné,MF,Canada,20,2002,1.2,103.0,1.0,15.0,77.0,11.0,0.0,103.0,1.0,2.0,50.0,0.0,0.0,92.0,2.0
Issam Jebali,FW,Tunisia,30,1991,2.0,60.0,3.0,9.0,27.0,27.0,10.0,60.0,1.0,2.0,50.0,8.0,7.0,40.0,10.0
Ivan Ilić,MF,Serbia,21,2001,0.4,23.0,0.0,6.0,13.0,4.0,0.0,23.0,0.0,0.0,,1.0,1.0,16.0,1.0
Ivan Perišić,FW,Croatia,33,1989,7.4,378.0,13.0,69.0,140.0,175.0,34.0,378.0,6.0,13.0,46.2,18.0,5.0,242.0,33.0
Iñaki Williams,FW,Ghana,28,1994,3.0,63.0,3.0,10.0,24.0,30.0,6.0,63.0,1.0,1.0,100.0,5.0,5.0,42.0,6.0
Jack Grealish,FW,England,27,1995,1.0,71.0,2.0,12.0,34.0,26.0,5.0,71.0,3.0,9.0,33.3,1.0,0.0,61.0,4.0
Jackson Irvine,MF,Australia,29,1993,3.9,170.0,9.0,39.0,98.0,33.0,3.0,170.0,0.0,2.0,0.0,5.0,6.0,97.0,4.0
Jackson Porozo,DF,Ecuador,22,2000,1.1,58.0,2.0,26.0,30.0,2.0,1.0,58.0,0.0,0.0,,0.0,2.0,32.0,0.0
Jakub Kamiński,MF,Poland,20,2002,2.6,88.0,5.0,15.0,36.0,41.0,7.0,88.0,2.0,5.0,40.0,4.0,6.0,48.0,4.0
Jakub Kiwior,DF,Poland,22,2000,3.9,236.0,31.0,140.0,93.0,3.0,2.0,236.0,0.0,0.0,,2.0,1.0,165.0,0.0
Jamal Musiala,MF,Germany,19,2003,2.9,163.0,1.0,13.0,53.0,101.0,28.0,163.0,19.0,36.0,52.8,11.0,16.0,126.0,29.0
Jamie Maclaren,FW,Australia,29,1993,0.6,15.0,0.0,0.0,5.0,10.0,3.0,15.0,0.0,0.0,,0.0,1.0,13.0,4.0
Jan Bednarek,DF,Poland,26,1996,0.1,6.0,0.0,1.0,5.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,3.0,0.0
Jan Vertonghen,DF,Belgium,35,1987,3.0,290.0,36.0,169.0,116.0,5.0,4.0,290.0,0.0,0.0,,0.0,0.0,234.0,0.0
Jason Cummings,FW,Australia,27,1995,0.4,9.0,0.0,0.0,8.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0
Jawad El Yamiq,DF,Morocco,30,1992,3.4,202.0,29.0,119.0,80.0,3.0,3.0,202.0,0.0,0.0,,2.0,0.0,121.0,0.0
Jean-Charles Castelletto,DF,Cameroon,27,1995,2.0,109.0,21.0,59.0,44.0,6.0,2.0,109.0,1.0,1.0,100.0,1.0,0.0,61.0,0.0
Jeong Woo-yeong,MF,Korea Republic,23,1999,0.5,20.0,1.0,1.0,5.0,14.0,2.0,20.0,0.0,1.0,0.0,1.0,0.0,14.0,4.0
Jeremy Doku,MF,Belgium,20,2002,0.2,16.0,0.0,1.0,7.0,9.0,2.0,16.0,2.0,4.0,50.0,1.0,0.0,14.0,0.0
Jeremy Sarmiento,MF,Ecuador,20,2002,0.9,44.0,0.0,2.0,20.0,25.0,2.0,44.0,2.0,6.0,33.3,2.0,1.0,27.0,3.0
Jerome Ngom Mbekeli,MF,Cameroon,24,1998,0.1,4.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,,1.0,1.0,4.0,1.0
Jesper Lindstrøm,MF,Denmark,22,2000,2.2,81.0,2.0,8.0,25.0,50.0,7.0,81.0,4.0,12.0,33.3,8.0,1.0,57.0,11.0
Jesús Ferreira,FW,United States,21,2000,0.5,24.0,0.0,2.0,9.0,13.0,1.0,24.0,0.0,1.0,0.0,0.0,1.0,19.0,2.0
Jesús Gallardo,DF,Mexico,28,1994,3.0,167.0,7.0,55.0,76.0,37.0,3.0,167.0,3.0,4.0,75.0,5.0,0.0,76.0,8.0
Jewison Bennette,MF,Costa Rica,18,2004,1.1,29.0,1.0,7.0,9.0,13.0,2.0,29.0,1.0,4.0,25.0,5.0,1.0,22.0,7.0
Jhegson Méndez,MF,Ecuador,25,1997,2.0,150.0,2.0,63.0,83.0,5.0,1.0,150.0,0.0,1.0,0.0,2.0,1.0,114.0,1.0
Joachim Andersen,DF,Denmark,26,1996,3.0,281.0,20.0,99.0,165.0,17.0,4.0,281.0,0.0,1.0,0.0,1.0,1.0,197.0,0.0
Joakim Mæhle,DF,Denmark,25,1997,2.8,185.0,6.0,49.0,69.0,68.0,3.0,185.0,0.0,9.0,0.0,3.0,2.0,111.0,16.0
Joe Allen,MF,Wales,32,1990,1.0,51.0,4.0,17.0,28.0,7.0,0.0,51.0,0.0,0.0,,5.0,0.0,27.0,1.0
Joe Morrell,MF,Wales,25,1997,0.4,24.0,2.0,6.0,16.0,2.0,0.0,24.0,0.0,0.0,,0.0,1.0,10.0,0.0
Joe Rodon,DF,Wales,25,1997,3.0,192.0,27.0,122.0,68.0,2.0,1.0,192.0,0.0,0.0,,0.0,0.0,134.0,0.0
Joel Campbell,FW,Costa Rica,30,1992,3.0,179.0,1.0,20.0,118.0,45.0,1.0,179.0,6.0,13.0,46.2,10.0,8.0,129.0,9.0
Johan Venegas,FW,Costa Rica,34,1988,0.8,21.0,1.0,4.0,9.0,8.0,1.0,21.0,0.0,1.0,0.0,2.0,0.0,14.0,3.0
John Stones,DF,England,28,1994,4.8,475.0,27.0,209.0,257.0,12.0,5.0,475.0,2.0,2.0,100.0,1.0,0.0,403.0,0.0
Jonas Hofmann,FW,Germany,30,1992,0.3,24.0,0.0,1.0,11.0,12.0,2.0,24.0,0.0,1.0,0.0,0.0,2.0,18.0,1.0
Jonathan David,FW,Canada,22,2000,2.1,84.0,1.0,7.0,46.0,31.0,11.0,84.0,0.0,4.0,0.0,8.0,2.0,58.0,16.0
Jonathan Osorio,MF,Canada,30,1992,1.3,68.0,0.0,10.0,44.0,14.0,2.0,68.0,1.0,2.0,50.0,2.0,2.0,53.0,2.0
Jordan Ayew,FW,Ghana,31,1991,1.5,68.0,1.0,10.0,34.0,26.0,0.0,68.0,1.0,7.0,14.3,5.0,4.0,42.0,6.0
Jordan Henderson,MF,England,32,1990,3.0,179.0,1.0,19.0,100.0,61.0,5.0,179.0,0.0,2.0,0.0,1.0,1.0,144.0,8.0
Jordan Morris,FW,United States,28,1994,0.0,5.0,0.0,0.0,1.0,4.0,2.0,5.0,0.0,0.0,,0.0,0.0,3.0,1.0
Jordan Pickford,GK,England,28,1994,5.0,169.0,128.0,169.0,0.0,0.0,0.0,169.0,0.0,0.0,,0.0,0.0,100.0,0.0
Jordan Veretout,MF,France,29,1993,0.7,43.0,2.0,11.0,25.0,7.0,1.0,43.0,0.0,0.0,,2.0,1.0,32.0,1.0
Jordi Alba,DF,Spain,33,1989,2.9,392.0,4.0,62.0,223.0,109.0,1.0,392.0,2.0,3.0,66.7,4.0,0.0,305.0,11.0
Jorge Eduardo Sánchez,DF,Mexico,25,1997,1.9,113.0,6.0,32.0,48.0,34.0,4.0,113.0,1.0,4.0,25.0,4.0,4.0,54.0,9.0
Josh Sargent,FW,United States,22,2000,1.7,48.0,0.0,4.0,18.0,26.0,5.0,48.0,2.0,2.0,100.0,5.0,4.0,35.0,14.0
Joshua Kimmich,MF,Germany,27,1995,3.0,301.0,9.0,53.0,165.0,83.0,4.0,301.0,1.0,4.0,25.0,3.0,3.0,207.0,11.0
Josip Juranović,DF,Croatia,27,1995,6.7,450.0,33.0,121.0,228.0,108.0,3.0,450.0,1.0,4.0,25.0,7.0,4.0,287.0,20.0
Josip Stanišić,DF,Croatia,22,2000,1.0,56.0,1.0,16.0,29.0,11.0,1.0,56.0,0.0,0.0,,0.0,0.0,29.0,5.0
Josip Šutalo,DF,Croatia,22,2000,1.0,73.0,14.0,42.0,31.0,0.0,0.0,73.0,0.0,0.0,,0.0,0.0,61.0,0.0
José Cifuentes,MF,Ecuador,23,1999,0.7,52.0,1.0,7.0,37.0,8.0,0.0,52.0,0.0,0.0,,4.0,1.0,40.0,2.0
José María Giménez,DF,Uruguay,27,1995,3.0,213.0,26.0,96.0,108.0,9.0,4.0,213.0,0.0,0.0,,2.0,1.0,134.0,2.0
João Cancelo,DF,Portugal,28,1994,3.4,311.0,8.0,74.0,144.0,95.0,7.0,311.0,4.0,11.0,36.4,6.0,1.0,207.0,8.0
João Félix,FW,Portugal,23,1999,3.7,153.0,1.0,12.0,66.0,78.0,13.0,153.0,2.0,8.0,25.0,5.0,0.0,130.0,21.0
João Mário,FW,Portugal,29,1993,0.9,52.0,0.0,0.0,24.0,29.0,2.0,52.0,0.0,1.0,0.0,2.0,0.0,34.0,3.0
João Palhinha,MF,Portugal,27,1995,0.4,41.0,1.0,9.0,22.0,10.0,1.0,41.0,1.0,2.0,50.0,2.0,1.0,25.0,1.0
Joško Gvardiol,DF,Croatia,20,2002,7.7,601.0,84.0,273.0,312.0,21.0,4.0,601.0,1.0,2.0,50.0,1.0,2.0,420.0,3.0
Juan Foyth,DF,Argentina,24,1998,0.1,5.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,1.0,100.0,1.0,0.0,2.0,1.0
Juan Pablo Vargas,DF,Costa Rica,27,1995,1.0,41.0,13.0,32.0,8.0,1.0,1.0,41.0,0.0,0.0,,1.0,0.0,14.0,0.0
Jude Bellingham,MF,England,19,2003,4.6,324.0,2.0,44.0,203.0,83.0,14.0,324.0,6.0,13.0,46.2,8.0,6.0,234.0,30.0
Jules Koundé,DF,France,24,1998,5.3,352.0,17.0,125.0,175.0,54.0,2.0,352.0,3.0,4.0,75.0,3.0,2.0,215.0,1.0
Julián Álvarez,FW,Argentina,22,2000,5.2,174.0,1.0,20.0,63.0,94.0,20.0,174.0,0.0,3.0,0.0,11.0,7.0,118.0,21.0
Jung Woo-young,MF,Korea Republic,33,1989,3.4,239.0,13.0,61.0,150.0,29.0,1.0,239.0,0.0,0.0,,2.0,2.0,168.0,1.0
Junior Hoilett,FW,Canada,32,1990,1.8,78.0,0.0,5.0,35.0,39.0,2.0,78.0,2.0,7.0,28.6,5.0,2.0,47.0,6.0
Junya Ito,MF,Japan,29,1993,3.6,134.0,6.0,42.0,49.0,46.0,4.0,134.0,2.0,8.0,25.0,6.0,3.0,68.0,8.0
Jurriën Timber,DF,Netherlands,21,2001,4.3,361.0,16.0,130.0,226.0,9.0,0.0,361.0,4.0,6.0,66.7,7.0,2.0,261.0,2.0
Kai Havertz,FW,Germany,23,1999,1.1,46.0,0.0,1.0,18.0,27.0,11.0,46.0,0.0,0.0,,4.0,0.0,36.0,7.0
Kalidou Koulibaly,DF,Senegal,31,1991,4.0,260.0,48.0,151.0,108.0,6.0,3.0,260.0,0.0,0.0,,1.0,1.0,140.0,0.0
Kalvin Phillips,MF,England,27,1995,0.5,20.0,1.0,8.0,12.0,0.0,0.0,20.0,0.0,0.0,,0.0,0.0,18.0,1.0
Kamal Miller,DF,Canada,25,1997,3.0,229.0,18.0,97.0,126.0,6.0,0.0,229.0,1.0,2.0,50.0,1.0,1.0,173.0,1.0
Kamaldeen Sulemana,FW,Ghana,20,2002,0.6,28.0,2.0,3.0,5.0,22.0,4.0,28.0,1.0,5.0,20.0,1.0,1.0,24.0,4.0
Kamil Glik,DF,Poland,34,1988,4.0,167.0,29.0,92.0,70.0,5.0,4.0,167.0,0.0,0.0,,0.0,0.0,105.0,0.0
